product_id,name,description,dept_id,category,brand,price,cost,stock,reorder_level,supplier_id,weight_kg,dimensions,is_active,date_added,warehouse_id
CLTH-000348,Range Men's Clothing,Each administration dinner keep main letter. He daughter candidate where early certainly policy.,1002,Men's Clothing,Ralph Lauren,35.49,17.54,162,44,SUP105,33.62,102x186x36cm,True,2022-09-30,WH02
CLTH-000349,House Accessorie,Let hit president item our great.,1002,Accessories,Ralph Lauren,86.66,55.64,178,47,SUP189,37.44,,True,2023-12-24,WH03
CLTH-000350,Gap Me Women's Clothing,Attack former financial medical action big season.,1002,Women's Clothing,Gap,96.87,63.82,38,7,SUP096,5.74,122x175x64cm,True,2024-02-16,WH03
CLTH-000351,As Activewear,Despite minute agency idea sometimes least perform.,1002,Activewear,Ralph Lauren,2441.74,1420.47,440,109,SUP014,39.46,,True,2023-04-19,WH05
CLTH-000352,Adidas Approach Activewear,But just maintain shake already single rock not. Your check station form. Rule play century several cultural pattern.,1002,Activewear,Adidas,86.19,34.68,211,60,SUP066,46.82,77x54x42cm,True,2023-04-09,WH06
CLTH-000353,Nike Discussion Formal Wear,Field well create.,1002,Formal Wear,Nike,42.43,23.23,387,70,SUP086,43.85,42x179x67cm,True,2024-02-24,WH06
CLTH-000354,Key Formal Wear,Natural effort trouble a at teach. Road skin despite trip close.,1002,Formal Wear,North Face,173.36,105.5,400,44,SUP165,,165x35x1cm,True,2024-06-17,WH05
CLTH-000355,North Face Build Activewear,Speech garden road head light what officer. Threat sport former professor money property structure.,1002,Activewear,North Face,64.19,44.35,435,99,SUP034,34.32,82x116x123cm,True,2024-03-18,WH03
CLTH-000356,Gap Rest Accessorie,Sing early spring its evening vote feel win. Anything option soon election station never.,1002,Accessories,Gap,251.5,115.59,222,38,SUP101,47.24,58x6x6cm,True,2024-12-22,WH04
CLTH-000357,Ralph Lauren Discuss Women's Clothing,Toward unit recently media include hundred note. Ball class loss up at.,1002,Women's Clothing,Ralph Lauren,216.35,112.57,229,50,SUP039,,146x31x4cm,True,2023-05-21,WH07
CLTH-000358,Ralph Lauren Visit Seasonal,Image it increase within free have. Dog these man when open.,1002,Seasonal,Ralph Lauren,219.8,144.76,410,62,SUP192,6.6,154x56x73cm,True,2023-08-29,WH04
CLTH-000359,Gap Time Formal Wear,During source from our order. Beyond bank scene change.,1002,Formal Wear,Gap,60.86,29.12,326,62,SUP064,34.24,3x121x35cm,True,2023-09-23,WH07
CLTH-000360,Watch Shoe,Yeah able concern card. Quickly truth record program beautiful close.,1002,Shoes,Calvin Klein,226.11,96.91,40,4,SUP061,17.78,172x154x182cm,True,2023-05-16,WH01
CLTH-000361,Zara Black Men's Clothing,Bank always a two smile today station make.,1002,Men's Clothing,Zara,126.66,76.17,77,22,SUP144,,,True,2023-03-30,WH08
CLTH-000362,Ralph Lauren Film Activewear,Author partner catch left system church simply. Benefit paper ready allow system professor reason. Grow meeting family relationship husband southern dog. Program decision leave reflect already.,1002,Activewear,Ralph Lauren,108.85,48.17,69,11,SUP033,48.67,,True,2022-08-14,WH07
CLTH-000363,Zara Type Accessorie,Blue large chance available. Reach often responsibility itself but popular.,1002,Accessories,Zara,233.24,115.2,467,62,SUP189,38.21,,True,2025-04-09,WH08
CLTH-000364,H&M Old Men's Clothing,Visit decide list almost choose. Generation any subject sound hope. Less whom situation television last staff seat. Probably when seem test contain than.,1002,Men's Clothing,H&M,406.75,248.85,233,28,SUP127,,182x144x125cm,True,2022-12-07,WH02
CLTH-000365,Adidas Enough Children's Clothing,Main write challenge this. Mention manager everyone dark Congress. Side place represent.,1002,Children's Clothing,Adidas,77.05,50.12,393,79,SUP070,33.19,,True,2024-11-04,WH01
CLTH-000366,Hotel Children's Clothing,Bit sign wide. Decision forward probably say measure. Hospital more opportunity unit cultural show rule.,1002,Children's Clothing,Calvin Klein,88.92,38.08,178,18,SUP175,6.19,28x83x40cm,False,2022-07-24,WH08
CLTH-000367,Ralph Lauren Serve Seasonal,Face you lead expect adult operation whole. Listen there upon trial. Occur type strong development enter through system stage. Effect enter most American weight last however involve.,1002,Seasonal,Ralph Lauren,95.41,47.59,32,7,SUP116,36.6,146x34x55cm,True,2025-04-26,WH05
CLTH-000368,Suffer Activewear,Sport national indicate maybe weight some policy. Shoulder professional market oil move.,1002,Activewear,Nike,173.2,74.09,140,18,SUP198,4.55,42x100x200cm,True,2024-02-06,WH03
CLTH-000369,Zara State Women's Clothing,Understand home rise concern prevent. Rate bag positive.,1002,Women's Clothing,Zara,141.06,69.55,360,79,SUP092,41.62,126x115x100cm,True,2025-04-13,WH07
CLTH-000370,Against Women's Clothing,Use room college factor. Indeed town daughter clearly best.,1002,Women's Clothing,Calvin Klein,191.88,101.28,30,6,SUP119,32.42,127x135x162cm,True,2025-03-28,WH02
CLTH-000371,Ralph Lauren For Accessorie,Police baby choose building view well at. Whole box later building she. Let business property everything bar smile good.,1002,Accessories,Ralph Lauren,274.02,121.82,75,17,SUP077,26.2,,False,2023-08-10,WH02
CLTH-000372,Under Armour Current Men's Clothing,Rise treat per wide short. Class garden miss ready. Long under place ahead table.,1002,Men's Clothing,Under Armour,138.98,83.15,301,79,SUP091,,,True,2024-10-26,WH02
CLTH-000373,Lay Seasonal,Simply I cold perform low only recently. Strong value sit newspaper leader.,1002,Seasonal,Gap,1514.01,925.53,170,36,SUP117,22.55,88x48x55cm,True,2023-05-30,WH05
CLTH-000374,Calvin Klein Home Women's Clothing,Already could number. Write value possible.,1002,Women's Clothing,Calvin Klein,21.64,9.77,254,48,SUP104,48.29,125x78x159cm,True,2023-09-09,WH06
CLTH-000375,Zara Third Formal Wear,Television be successful organization no bring.,1002,Formal Wear,Zara,57.83,37.29,366,107,SUP007,,167x62x112cm,True,2022-11-06,WH04
CLTH-000376,Miss Women's Clothing,Rise future person allow structure first fine. Fall teach area feel who carry. Staff yourself exactly sure wonder.,1002,Women's Clothing,Zara,61.49,26.74,472,61,SUP180,24.3,,True,2025-05-14,WH04
CLTH-000377,Zara Himself Shoe,Final feel age wonder foreign Republican thank. Owner surface guy believe enough free thousand.,1002,Shoes,Zara,253.47,101.99,332,89,SUP111,42.45,153x188x142cm,True,2022-12-28,WH01
CLTH-000378,Calvin Klein Difference Seasonal,Discuss everybody success nearly. Tree bag require very that national trade. Beyond idea us find there. Price especially appear attention.,1002,Seasonal,Calvin Klein,185.49,111.96,428,117,SUP060,26.46,81x142x17cm,True,2025-04-16,WH07
CLTH-000379,Adidas Per Seasonal,Through amount special image.,1002,Seasonal,Adidas,282.91,172.36,20,2,SUP186,,60x130x57cm,True,2022-10-06,WH06
CLTH-000380,Cold Seasonal,Time easy free continue truth red billion. Like rock call. Draw impact race themselves office role success. Natural arrive decision project court month general.,1002,Seasonal,Gap,222.44,116.79,491,115,SUP189,23.67,42x160x54cm,True,2023-08-28,WH02
CLTH-000381,Gap Performance Seasonal,Explain eat task by inside possible marriage within. Opportunity section reality office sport oil. Car American your seat rule.,1002,Seasonal,Gap,63.77,40.69,492,146,SUP078,,5x92x67cm,True,2024-06-29,WH03
CLTH-000382,Under Armour Cell Children's Clothing,Where off prepare response stop. Including game language.,1002,Children's Clothing,Under Armour,37.83,22.14,71,15,SUP125,,91x197x12cm,True,2022-11-19,WH05
CLTH-000383,Under Armour Raise Children's Clothing,Foot in process quite kitchen cut. Deal good thank teach.,1002,Children's Clothing,Under Armour,49.16,33.62,419,80,SUP194,,,True,2024-06-05,WH02
CLTH-000384,Under Armour Might Men's Clothing,Join edge item city sit. Security modern data book. Cell evidence international add size.,1002,Men's Clothing,Under Armour,196.38,132.22,90,22,SUP182,25.34,26x40x166cm,True,2024-01-12,WH03
CLTH-000385,H&M Peace Women's Clothing,Field difference cut tell style white. Civil determine toward admit doctor. His worry necessary politics certain environment he.,1002,Women's Clothing,H&M,136.41,64.6,424,82,SUP074,4.35,194x107x93cm,True,2023-03-17,WH04
CLTH-000386,Under Armour Bit Children's Clothing,Son second after note those drop executive. Serious protect new party sometimes.,1002,Children's Clothing,Under Armour,83.89,43.96,219,61,SUP133,18.15,,True,2024-01-12,WH01
CLTH-000387,Adidas Cover Women's Clothing,Within about when force ready network nothing. Loss cost run. Economy source only pick prove whether. Nor benefit line cultural each animal from.,1002,Women's Clothing,Adidas,132.46,70.23,211,53,SUP170,7.63,162x183x170cm,True,2023-11-09,WH05
CLTH-000388,Effect Formal Wear,Manage issue none ready billion time. Improve analysis level movement school. Race wish kid career.,1002,Formal Wear,Calvin Klein,216.22,133.29,170,47,SUP003,45.02,38x180x104cm,True,2024-08-27,WH04
CLTH-000389,Discover Seasonal,Already activity onto build. Poor threat throw behavior type. Budget south social Mr pick set analysis ready.,1002,Seasonal,Levi's,238.84,109.67,164,19,SUP138,36.28,33x134x139cm,True,2024-01-25,WH02
CLTH-000390,Under Armour Really Accessorie,Stage describe in former become old under.,1002,Accessories,Under Armour,1827.91,1027.25,142,21,SUP199,21.2,188x16x96cm,True,2023-04-11,WH06
CLTH-000391,Late Women's Clothing,Send news clearly school wonder occur. Court state doctor and conference. Culture far article last peace.,1002,Women's Clothing,Nike,283.58,162.13,12,2,SUP061,49.45,161x171x137cm,True,2022-07-15,WH04
CLTH-000392,Zara She Activewear,Phone they federal rather child as. List account hear mouth.,1002,Activewear,Zara,239.74,144.26,375,65,SUP189,,150x50x200cm,True,2024-06-30,WH02
CLTH-000393,Walk Children's Clothing,Be church available indeed. Director spend entire minute never quality. Together true worker though church young mouth note.,1002,Children's Clothing,Calvin Klein,42.95,28.63,253,36,SUP020,26.36,133x200x102cm,True,2025-04-21,WH08
CLTH-000394,Ralph Lauren Large Formal Wear,Student knowledge firm paper unit sometimes structure cultural. Heart movement until themselves break.,1002,Formal Wear,Ralph Lauren,285.39,149.85,93,11,SUP033,22.94,132x136x31cm,True,2024-07-11,WH08
CLTH-000395,Wear Seasonal,Say move tax nice house.,1002,Seasonal,Nike,284.34,194.93,318,86,SUP029,,11x134x40cm,True,2024-05-23,WH05
CLTH-000396,Zara Seem Activewear,Military much discussion. Drive anything teach myself.,1002,Activewear,Zara,27.83,17.68,225,24,SUP079,10.86,126x1x32cm,True,2022-08-31,WH02
CLTH-000397,Calvin Klein Nothing Men's Clothing,Fund Mr employee forward. Stock analysis make study. Sort determine player military.,1002,Men's Clothing,Calvin Klein,106.72,53.5,203,39,SUP185,6.73,,True,2024-04-25,WH08
CLTH-000398,Away Seasonal,Bag set leave race yeah front almost. Sister simple real. Base close score.,1002,Seasonal,Gap,111.06,66.56,219,38,SUP102,2.39,114x189x72cm,True,2024-05-09,WH03
CLTH-000399,North Face Beat Men's Clothing,Lose south keep thus positive. Skin security painting rest.,1002,Men's Clothing,North Face,236.05,140.11,339,71,SUP050,27.14,146x134x49cm,True,2025-05-29,WH01
CLTH-000400,Under Armour Form Women's Clothing,Some mean face factor. Be spend outside office. Expert mission should character station eye perform.,1002,Women's Clothing,Under Armour,25.31,11.99,371,99,SUP149,40.37,103x151x12cm,True,2022-07-27,WH01
CLTH-000401,Calvin Klein Hundred Activewear,Medical level analysis. Able end early. Pm become rich every change help.,1002,Activewear,Calvin Klein,26.74,13.76,56,6,SUP026,14.34,,True,2022-10-23,WH03
CLTH-000402,Calvin Klein Itself Accessorie,Memory wrong hard any financial. Size heart among research.,1002,Accessories,Calvin Klein,36.5,16.59,375,41,SUP100,,,True,2024-04-26,WH05
CLTH-000403,Adidas Argue Formal Wear,Drive own pass least great. Sign single well. Continue ask environmental another business hot strong.,1002,Formal Wear,Adidas,87.09,41.01,270,67,SUP099,13.54,142x105x17cm,True,2022-10-25,WH07
CLTH-000404,Nike Only Shoe,Energy safe while. Natural list they eat. Her shake month ask environmental.,1002,Shoes,Nike,289.77,137.32,294,67,SUP033,20.4,,True,2022-11-27,WH04
CLTH-000405,Levi's Attorney Children's Clothing,People far color number prove room. Father again these series candidate reveal.,1002,Children's Clothing,Levi's,67.09,46.01,476,100,SUP011,,159x75x168cm,True,2024-12-23,WH01
CLTH-000406,Ralph Lauren Lawyer Men's Clothing,Finally sing bank them. Factor word hope great seek serious.,1002,Men's Clothing,Ralph Lauren,90.25,63.15,441,99,SUP150,14.14,,True,2025-01-15,WH02
CLTH-000407,Adidas And Accessorie,Small return hard myself cost court. Protect like film.,1002,Accessories,Adidas,54.43,30.86,153,42,SUP054,47.88,175x88x163cm,True,2024-10-26,WH08
CLTH-000408,H&M Travel Accessorie,Office spring measure truth sign room happy. Recently million store every rise care particular.,1002,Accessories,H&M,110.06,75.69,178,18,SUP178,,156x122x2cm,True,2024-07-14,WH03
CLTH-000409,Report Formal Wear,Face police year. Draw trouble decade share great. Election fire remember house develop center bill.,1002,Formal Wear,Under Armour,216.92,121.79,413,113,SUP167,,,True,2022-09-22,WH08
CLTH-000410,Plan Women's Clothing,Letter these buy answer wish drop before. Manage care popular yourself always. Talk rich what truth partner measure.,1002,Women's Clothing,Levi's,125.39,64.7,439,111,SUP179,6.33,50x114x3cm,True,2024-09-19,WH01
CLTH-000411,Levi's Generation Accessorie,Left may imagine need. Through action continue star young ahead blood. Born campaign others under each help.,1002,Accessories,Levi's,248.56,159.71,123,18,SUP127,1.94,181x181x156cm,True,2023-11-10,WH04
CLTH-000412,Scientist Formal Wear,Role statement other whether traditional. Think quite hot. Society care around find audience but moment sign.,1002,Formal Wear,Adidas,179.35,101.43,347,85,SUP173,28.3,,True,2023-04-21,WH02
CLTH-000413,Notice Children's Clothing,Discuss morning gas ago cause. Crime spring citizen democratic own challenge.,1002,Children's Clothing,Zara,259.53,160.56,150,20,SUP174,,174x137x158cm,True,2023-03-01,WH08
CLTH-000414,Calvin Klein Face Men's Clothing,Industry begin value receive tax family. Movie wait amount happen again society down. Investment whom season mind benefit second.,1002,Men's Clothing,Calvin Klein,284.06,193.62,231,62,SUP105,,120x127x93cm,True,2023-09-21,WH01
CLTH-000415,Nike Throughout Shoe,Want themselves area.,1002,Shoes,Nike,137.62,55.26,109,18,SUP147,49.51,,True,2025-02-04,WH02
CLTH-000416,H&M Herself Shoe,This because that agree child lay. Wait defense well should effect future. Stage meeting contain.,1002,Shoes,H&M,107.03,45.92,255,47,SUP007,31.35,65x64x28cm,True,2024-02-27,WH06
CLTH-000417,Levi's Mention Men's Clothing,Interesting no total perform worker story face. Break fight never. World sister garden down television tree say. Carry animal do hear rich apply project.,1002,Men's Clothing,Levi's,86.29,50.05,234,59,SUP161,6.33,9x97x81cm,True,2023-10-18,WH02
CLTH-000418,Rule Children's Clothing,State medical year oil ask eye off various.,1002,Children's Clothing,Nike,143.74,84.5,43,5,SUP015,14.82,25x159x193cm,True,2024-08-02,WH01
CLTH-000419,Calvin Klein Local Seasonal,Southern idea our of wall inside person space. Store politics service second put.,1002,Seasonal,Calvin Klein,139.87,60.2,343,98,SUP007,16.48,,True,2024-09-22,WH02
CLTH-000420,North Face Too Shoe,Threat far movement hand. Pm notice chair north family sign. Notice society task well three.,1002,Shoes,North Face,162.49,88.46,327,61,SUP063,,,True,2022-10-07,WH07
CLTH-000421,Zara Those Activewear,Sister simply involve nor whether. Imagine record wrong list.,1002,Activewear,Zara,171.52,92.77,318,53,SUP095,25.93,38x15x61cm,True,2023-08-21,WH01
CLTH-000422,Levi's Buy Formal Wear,Win air kind see finally wall. Mind determine prove own gun. Together minute price night admit.,1002,Formal Wear,Levi's,76.1,48.37,184,25,SUP122,49.1,85x149x145cm,True,2024-11-24,WH05
CLTH-000423,Levi's Feel Formal Wear,Whether thought brother central reason particular.,1002,Formal Wear,Levi's,147.2,60.74,122,34,SUP164,,,True,2023-06-20,WH04
CLTH-000424,Often Seasonal,Opportunity grow put its entire situation. Of general piece type describe no.,1002,Seasonal,Levi's,125.26,81.15,13,2,SUP019,27.78,,True,2024-11-13,WH06
CLTH-000425,Nike Billion Men's Clothing,Southern finish front under build. Since human chance onto significant.,1002,Men's Clothing,Nike,99.55,47.64,99,16,SUP142,,,True,2024-12-28,WH05
CLTH-000426,Expert Women's Clothing,Take strategy clearly. A property message outside traditional. Artist area street shake mean avoid. Sport friend wide take answer.,1002,Women's Clothing,Nike,58.43,38.89,183,52,SUP079,18.55,44x135x160cm,True,2022-08-22,WH02
CLTH-000427,News Women's Clothing,Possible bag picture available scene approach imagine concern. Miss the we politics phone anyone happy point.,1002,Women's Clothing,Gap,56.62,31.69,365,63,SUP154,31.84,196x158x151cm,True,2023-04-03,WH05
CLTH-000428,Levi's War Children's Clothing,Kind example class research last cause. Several in candidate case affect sometimes. Right step type type word not usually.,1002,Children's Clothing,Levi's,196.25,85.95,270,79,SUP126,,,True,2022-08-23,WH02
CLTH-000429,Under Armour Star Children's Clothing,However model move. Wife cup law become.,1002,Children's Clothing,Under Armour,267.08,136.82,275,53,SUP083,26.32,127x122x69cm,True,2022-11-03,WH01
CLTH-000430,Word Shoe,Resource commercial general which board name. Less daughter you traditional. Bad clear here despite.,1002,Shoes,H&M,146.58,68.24,227,63,SUP147,,66x141x22cm,True,2023-09-16,WH02
CLTH-000431,Ralph Lauren Thank Accessorie,Car many of general building design. Through nation film or. Ten follow cell how.,1002,Accessories,Ralph Lauren,556.17,278.59,240,46,SUP105,24.93,,False,2023-12-22,WH08
CLTH-000432,Zara Television Shoe,Every yet door daughter economic big. Move until toward scientist matter message trip.,1002,Shoes,Zara,120.55,78.69,272,56,SUP021,46.34,,True,2022-09-01,WH01
CLTH-000433,Levi's These Shoe,There thus open still. Pick end us information.,1002,Shoes,Levi's,112.19,72.33,359,96,SUP049,49.9,193x184x190cm,True,2024-02-28,WH05
CLTH-000434,Zara Grow Men's Clothing,Just serious term discuss state drug boy middle. Race five ahead director seek where age. Name PM idea until budget long article team.,1002,Men's Clothing,Zara,117.06,80.04,430,92,SUP168,,195x39x102cm,True,2023-12-07,WH04
CLTH-000435,H&M We Seasonal,Sister chair society half able music base. Congress pick foreign city. Quickly process address friend writer view.,1002,Seasonal,H&M,240.07,148.06,246,41,SUP022,9.47,179x107x54cm,True,2024-07-02,WH01
CLTH-000436,Gap Interview Activewear,Run mission show company. Catch nothing why sense western newspaper move. Dog perhaps my situation test.,1002,Activewear,Gap,55.94,22.54,424,98,SUP091,21.02,104x196x200cm,True,2025-04-20,WH05
CLTH-000437,North Face Card Activewear,Sometimes week reality discover success item.,1002,Activewear,North Face,239.9,107.02,497,148,SUP146,30.19,101x98x53cm,True,2024-08-07,WH02
CLTH-000438,H&M Sense Formal Wear,Why possible fear paper suffer particular network. Positive exist later nation.,1002,Formal Wear,H&M,112.08,66.32,165,19,SUP027,8.96,155x126x7cm,True,2023-10-25,WH02
CLTH-000439,Zara Take Formal Wear,Begin type dog name language local.,1002,Formal Wear,Zara,101.51,54.45,198,40,SUP044,45.5,29x34x138cm,True,2024-01-23,WH02
CLTH-000440,H&M Realize Formal Wear,Value later herself. White as physical wind.,1002,Formal Wear,H&M,77.59,47.56,253,33,SUP148,29.42,176x118x71cm,True,2023-12-05,WH03
CLTH-000441,Night Seasonal,My tax off job market suddenly. Floor officer management seek. Five modern human control personal down appear.,1002,Seasonal,Adidas,189.36,94.43,301,83,SUP118,2.05,,True,2023-04-02,WH08
CLTH-000442,Zara All Activewear,Herself people rate notice air by. Tonight compare second system environmental. Various hotel order cultural.,1002,Activewear,Zara,250.56,131.42,101,28,SUP188,19.29,179x146x25cm,True,2023-07-02,WH01
CLTH-000443,Gap Teacher Shoe,Control east weight raise school. Smile store develop wait national. Various future clearly bag quite foreign mouth. Reveal usually concern war home why.,1002,Shoes,Gap,195.86,132.18,367,90,SUP056,20.62,32x95x20cm,True,2022-12-16,WH06
CLTH-000444,Ralph Lauren Young Formal Wear,Than develop morning site have. Team vote blood represent hard. Weight majority enjoy. Wear next administration fly maintain quite.,1002,Formal Wear,Ralph Lauren,248.79,147.2,355,88,SUP098,20.03,,False,2024-12-01,WH05
CLTH-000445,Gap Door Women's Clothing,Fill perhaps there throw station.,1002,Women's Clothing,Gap,229.63,96.55,290,67,SUP183,7.1,42x44x5cm,True,2022-08-31,WH03
CLTH-000446,Adidas There Accessorie,Out close current strategy four door soldier. Stuff decision film foot.,1002,Accessories,Adidas,129.44,81.43,356,55,SUP113,10.91,,True,2023-10-21,WH04
CLTH-000447,General Seasonal,Blue rock hand though stage. Road week best sometimes language fish administration. Entire suggest recent poor board wear society along.,1002,Seasonal,Nike,247.22,152.02,469,56,SUP177,2.72,,True,2023-07-03,WH04
CLTH-000448,Loss Shoe,More young receive model no painting strong serious. Even candidate suddenly. Newspaper short I three very newspaper tree.,1002,Shoes,Levi's,242.85,98.2,430,59,SUP172,,25x171x43cm,True,2024-10-08,WH01
CLTH-000449,Under Armour Keep Formal Wear,Tell on indeed senior much evidence. Catch relationship member work.,1002,Formal Wear,Under Armour,111.6,50.99,116,33,SUP102,6.13,,True,2025-02-13,WH03
CLTH-000450,Calvin Klein Far Men's Clothing,Fund open who someone fish require party concern. Fight pass budget bar. World agent usually according always choose.,1002,Men's Clothing,Calvin Klein,23.35,10.88,346,91,SUP167,2.29,106x78x197cm,True,2023-05-13,WH02
CLTH-000451,Purpose Children's Clothing,Positive discussion when capital theory third still son. Attorney accept future almost daughter plan.,1002,Children's Clothing,Zara,187.96,114.45,357,101,SUP198,16.67,177x82x171cm,True,2024-02-09,WH06
CLTH-000452,Court Men's Clothing,Field surface modern him only. Century white real view institution together small.,1002,Men's Clothing,North Face,145.7,90.7,267,58,SUP004,,32x80x61cm,True,2024-08-07,WH04
CLTH-000453,Nike Final Women's Clothing,Section can suffer world. Try explain wear attorney. South common myself staff say.,1002,Women's Clothing,Nike,159.64,81.85,338,36,SUP186,47.3,85x35x72cm,True,2023-01-05,WH01
CLTH-000454,At Formal Wear,Paper these population phone perhaps. Help account bed each.,1002,Formal Wear,Zara,84.12,42.3,115,23,SUP171,40.09,57x156x98cm,True,2023-03-25,WH03
CLTH-000455,Nike Collection Seasonal,Leg agency close likely million beautiful lay. Tonight lose fly section.,1002,Seasonal,Nike,157.66,65.53,82,23,SUP033,,53x61x130cm,True,2023-07-14,WH08
CLTH-000456,Product Accessorie,Career choice number allow central bed staff. Him price drop bill apply than responsibility.,1002,Accessories,Gap,88.58,42.05,156,33,SUP163,,124x21x93cm,True,2025-04-28,WH03
CLTH-000457,Ralph Lauren Quite Seasonal,As reach cup skin. Understand pretty whom what unit. Consider choice western travel degree in.,1002,Seasonal,Ralph Lauren,190.63,85.17,498,128,SUP006,21.43,,True,2022-12-15,WH05
CLTH-000458,Blood Children's Clothing,Price one policy door nearly door. Foot hair who smile. Data new final individual major popular say.,1002,Children's Clothing,Under Armour,92.04,49.34,202,42,SUP124,,,True,2025-02-02,WH03
CLTH-000459,Nike Discuss Shoe,Face walk number end effect specific. Particularly rise Congress land station team keep.,1002,Shoes,Nike,160.2,87.7,483,88,SUP102,18.72,165x151x19cm,True,2023-01-01,WH01
CLTH-000460,Contain Women's Clothing,Class former project other. Treat responsibility Democrat remain stage catch week. Drug chance speech sell better soldier however.,1002,Women's Clothing,Calvin Klein,65.46,44.98,404,114,SUP185,35.49,95x179x15cm,True,2024-10-24,WH07
CLTH-000461,H&M Travel Shoe,Could also and set major specific rather.,1002,Shoes,H&M,278.01,170.13,24,5,SUP166,,175x38x66cm,True,2023-11-03,WH03
CLTH-000462,Most Men's Clothing,Just raise really reveal these project group. Pm hour article study seek. Dark everything few.,1002,Men's Clothing,Adidas,200.43,104.08,310,91,SUP021,9.52,110x65x178cm,True,2025-03-18,WH07
CLTH-000463,Quite Accessorie,Talk off body at strong clear decide. Together test age chance officer single role.,1002,Accessories,Calvin Klein,278.81,120.66,303,77,SUP089,13.52,,True,2024-03-15,WH05
CLTH-000464,Happen Men's Clothing,Field long president same.,1002,Men's Clothing,Gap,20.44,12.45,278,50,SUP074,8.61,181x35x51cm,True,2023-01-08,WH02
CLTH-000465,Population Seasonal,Office yeah bar. Matter participant boy huge plan rule break church.,1002,Seasonal,North Face,71.98,32.74,398,55,SUP105,45.66,,True,2025-01-15,WH02
CLTH-000466,Adidas Window Accessorie,Level produce apply paper second become. Him bit tree among. Return land rich product understand service usually cup.,1002,Accessories,Adidas,97.49,56.12,254,50,SUP195,,,True,2024-04-23,WH01
CLTH-000467,Adidas Show Men's Clothing,Family court herself. Movie produce lay theory specific.,1002,Men's Clothing,Adidas,241.7,134.39,399,61,SUP125,16.92,95x175x88cm,True,2024-10-09,WH04
CLTH-000468,Calvin Klein Body Activewear,Computer bed age next house. Cell front across professor word change expert.,1002,Activewear,Calvin Klein,36.03,17.98,61,6,SUP179,41.79,7x155x32cm,True,2022-10-30,WH05
CLTH-000469,Levi's Though Shoe,Red happen whose return style. Special save ability us. Other campaign reason market admit best why. Center course very near.,1002,Shoes,Levi's,212.13,117.62,348,47,SUP164,40.65,,True,2024-01-23,WH01
CLTH-000470,Ralph Lauren Impact Activewear,Deep agree walk thousand. Agent wrong us institution.,1002,Activewear,Ralph Lauren,155.67,99.35,188,34,SUP122,42.87,188x99x76cm,True,2023-07-12,WH03
CLTH-000471,Gap Color Men's Clothing,Newspaper everyone coach people kitchen. Issue technology against direction. Team most war blood.,1002,Men's Clothing,Gap,44.39,31.02,457,88,SUP115,24.16,63x55x44cm,True,2023-05-27,WH02
CLTH-000472,Treat Women's Clothing,Politics develop report experience economic by pattern traditional. What north shoulder later institution skin.,1002,Women's Clothing,Calvin Klein,28.18,14.03,206,52,SUP057,33.33,172x32x171cm,True,2024-04-23,WH08
CLTH-000473,Hospital Women's Clothing,Quality your head interesting common early look blood. Left able analysis arrive budget. But debate south say include discover last.,1002,Women's Clothing,Levi's,280.9,162.98,339,57,SUP184,36.28,144x112x60cm,True,2023-04-09,WH02
CLTH-000474,Adidas Yes Accessorie,Class might name might speech prove language. Or than board garden.,1002,Accessories,Adidas,115.27,52.61,492,60,SUP095,,98x148x189cm,False,2022-08-16,WH01
CLTH-000475,Become Shoe,Amount laugh east left director bag answer. Guess most every feel song.,1002,Shoes,Calvin Klein,109.5,66.12,417,52,SUP170,11.18,138x118x81cm,True,2022-12-19,WH05
CLTH-000476,Ralph Lauren Score Shoe,Admit itself give. Put land region other many daughter night.,1002,Shoes,Ralph Lauren,61.28,38.25,444,115,SUP180,,129x177x32cm,True,2023-06-11,WH08
CLTH-000477,Ralph Lauren Remain Shoe,I state try keep effect join hour statement. Good ask drive catch.,1002,Shoes,Ralph Lauren,290.62,186.89,88,23,SUP054,46.73,,True,2025-01-01,WH03
CLTH-000478,Calvin Klein After Seasonal,Woman idea international financial.,1002,Seasonal,Calvin Klein,248.2,111.13,21,4,SUP087,23.72,101x101x19cm,True,2023-06-08,WH05
CLTH-000479,Perform Accessorie,Somebody anything open project.,1002,Accessories,H&M,173.44,86.2,415,89,SUP014,35.51,42x148x36cm,True,2022-10-25,WH08
CLTH-000480,Gap Entire Accessorie,See enjoy door.,1002,Accessories,Gap,245.22,146.0,195,47,SUP148,,38x97x110cm,True,2024-09-30,WH03
CLTH-000481,Adidas Old Men's Clothing,Serious teach piece especially able economic young. First common eight participant.,1002,Men's Clothing,Adidas,152.69,66.45,273,62,SUP152,7.51,63x9x31cm,True,2022-07-22,WH08
CLTH-000482,Perform Accessorie,Start upon house paper writer police possible cup. Keep build increase owner seek bill traditional western.,1002,Accessories,North Face,202.78,123.2,417,97,SUP023,43.26,71x162x168cm,True,2022-11-20,WH01
CLTH-000483,Adidas Memory Women's Clothing,Machine number eat. Several join decision read.,1002,Women's Clothing,Adidas,156.98,86.8,21,4,SUP147,34.72,,True,2023-12-27,WH07
CLTH-000484,Calvin Klein Perhaps Seasonal,Old treatment yet land address. Close issue write produce ago. Anything leave tough such black improve subject. Piece produce else.,1002,Seasonal,Calvin Klein,55.07,33.82,451,116,SUP048,35.07,138x136x126cm,True,2024-12-28,WH02
